order_year_month,market,customer_segment,department_name,category_name,product_name,order_count,order_item_count,total_quantity,total_sales,total_profit,total_cost,profit_margin,avg_sales_per_item,avg_discount_rate,avg_profit_ratio
2016-08,USCA,Corporate,Outdoors,Electronics,Titleist Pro V1 High Numbers Personalized Gol,3,3,13.0,622.3099976,-181.150003593,803.4600011929999,-0.2910928705815798,207.43666586666666,0.08999999833333333,-0.24333332666666666
2016-08,Pacific Asia,Consumer,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3,3,6.0,287.25,45.35999966,241.89000034,0.15791122597040905,95.75,0.03666666666666667,0.19666666766666666
2015-10,Pacific Asia,Home Office,Outdoors,Trade-In,Glove It Imperial Golf Towel,1,1,5.0,63.95999908,7.230000019,56.729999061,0.11303940154778376,63.95999908,0.200000003,0.109999999
2016-11,Africa,Home Office,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,1,1,1.0,22.73999977,7.960000038,14.779999732,0.3500439805853173,22.73999977,0.090000004,0.349999994
2016-12,Africa,Home Office,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,1,1,3.0,56.22999954,-20.63999939,76.86999893000001,-0.3670638370771717,56.22999954,0.25,-0.370000005
2015-11,Pacific Asia,Home Office,Outdoors,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,1,1,5.0,96.76000214,25.15999985,71.60000228999999,0.26002479633678105,96.76000214,0.119999997,0.25999999
2016-11,Africa,Home Office,Outdoors,Electronics,Titleist Pro V1 High Numbers Personalized Gol,2,2,6.0,275.55000309,113.909998914,161.640004176,0.4133913904431885,137.775001545,0.089999998,0.3300000055
2015-08,Europe,Home Office,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,1,1,1.0,28.79000092,5.46999979,23.32000113,0.1899965132060857,28.79000092,0.100000001,0.189999998
2016-08,USCA,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,210,234,680.0,30608.86973219995,2425.010017225999,28183.859714974024,0.07922572896165893,130.8071356076921,0.10034188085897436,0.09696581056837611
2015-10,Europe,Corporate,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,62,66,66.0,11759.340362999992,1544.8600016159994,10214.480361384,0.13137301531613133,178.17182368181807,0.10924242465151517,0.13075757809090904
2017-05,LATAM,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,22,31,97.0,4318.75998708,-394.32997093000006,4713.08995801,-0.09130629442471389,139.31483829290323,0.10709677477419352,-0.05483871338709676
2017-01,Africa,Consumer,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,1,1,3.0,85.05000305,41.66999817,43.38000488,0.48994705086021745,85.05000305,0.059999999,0.49000001
2016-08,Africa,Consumer,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,1,1,4.0,116.4400024,-85.34999847,201.79000087,-0.7329955059327619,116.4400024,0.090000004,-0.730000019
2015-09,Europe,Consumer,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,3,3,9.0,310.72000123000004,35.49999999999999,275.22000123,0.11425077194732086,103.57333374333335,0.13666666533333335,0.07666666799999998
2016-11,Africa,Consumer,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,2,2,6.0,273.29999924,20.560000774000002,252.739998466,0.07522868946642447,136.64999962,0.044999999,0.050000001999999995
2017-01,LATAM,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,13,17,41.0,1879.2399864000006,-200.03999781599995,2079.2799842160002,-0.10644728680939262,110.54352861176474,0.08411764723529412,-0.035294120235294116
2017-01,USCA,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7,8,25.0,1060.06999582,330.65000246399995,729.4199933560001,0.31191336776608886,132.5087494775,0.136250000875,0.287500002
2016-12,Europe,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9,9,29.0,1304.2299804600002,404.10000470299997,900.129975757,0.3098379969462705,144.91444227333335,0.11111111155555557,0.3033333353333333
2016-12,Pacific Asia,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9,10,36.0,1561.8799822,597.1099977509999,964.769984449,0.38230210038925994,156.18799822,0.1220000017,0.357999999
2016-11,Europe,Consumer,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,32,39,122.0,5337.619960739999,584.719996904,4752.899963836,0.10954695186334236,136.8620502753846,0.12128205299999997,0.09307692323076923
2016-10,USCA,Corporate,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5,6,16.0,692.7199936000001,57.91000152299999,634.8099920770001,0.08359799350102082,115.45333226666668,0.14666666783333335,0.13499999966666668
2017-01,Europe,Consumer,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,1,1,2.0,47.99000168,6.0,41.99000168,0.12502604271632106,47.99000168,0.25,0.129999995
2015-08,Europe,Consumer,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,1,1,3.0,123.6800003,13.97999954,109.70000076000001,0.11303363119412929,123.6800003,0.25,0.109999999
2015-02,LATAM,Consumer,Footwear,Electronics,Under Armour Women's Ignite Slide,1,1,5.0,158.3500061,19.79000092,138.56000518,0.12497631927783046,158.3500061,0.01,0.129999995
2017-06,Europe,Consumer,Fitness,Baseball & Softball,adidas Brazuca 2014 Official Match Ball,2,2,2.0,313.5800018,94.40000153,219.18000027,0.30103961026892245,156.7900009,0.0199999995,0.299999997
2015-04,LATAM,Corporate,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,2,2,9.0,234.1699982,110.49000168,123.67999652000002,0.4718367106346077,117.0849991,0.1850000025,0.469999999
2016-11,Europe,Consumer,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,1,1,1.0,48.34999847,-35.43999863,83.7899971,-0.7329886194720286,48.34999847,0.07,-0.730000019
2017-03,LATAM,Consumer,Outdoors,Accessories,Team Golf St. Louis Cardinals Putter Grip,2,2,4.0,96.95999908,47.02000046,49.939998620000004,0.4849422535699966,48.47999954,0.030000000500000002,0.4849999995
2016-12,Pacific Asia,Consumer,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,1,1,4.0,138.5599976,63.74000168,74.81999592,0.4600173411088454,138.5599976,0.01,0.460000008
2016-01,Pacific Asia,Corporate,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,132,157,486.0,21770.689788679992,3699.660003854998,18071.029784824997,0.16993765653574713,138.6668139406369,0.10089172000000006,0.1810191077452229
2017-01,Africa,Consumer,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,1,1,2.0,63.97999954,17.90999985,46.06999969,0.279931228177061,63.97999954,0.0,0.280000001
2015-02,LATAM,Consumer,Outdoors,Accessories,Team Golf St. Louis Cardinals Putter Grip,1,1,3.0,72.72000122,-46.54000092,119.26000214,-0.6399890008142659,72.72000122,0.029999999,-0.639999986
2017-03,LATAM,Consumer,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,84,93,93.0,33076.23083579998,4950.429997658999,28125.800838141004,0.14966729498999967,355.65839608387074,0.11096774215053766,0.15075268750537632
2017-03,LATAM,Home Office,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,23,25,25.0,9025.510254199997,1539.3499931519998,7486.1602610479995,0.1705554533535284,361.0204101679999,0.09759999979999998,0.15719999936
2016-08,USCA,Home Office,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,2,2,10.0,247.5,56.09000015,191.40999985000002,0.22662626323232324,123.75,0.01,0.22500000150000002
2015-07,Europe,Home Office,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,70,78,226.0,9917.27991846,1637.1099699979998,8280.169948461999,0.16507651124686792,127.14461433923078,0.12294871879487186,0.1353846153076923
2017-01,Europe,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7,7,7.0,2659.8600770000003,538.390003615,2121.470073385,0.20241290444955984,379.98001100000005,0.050000001285714295,0.20142856914285714
2016-12,Africa,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,54,60,60.0,21466.840576799987,2481.92003846,18984.920538339997,0.11561645644037173,357.7806762799998,0.10550000073333334,0.11666666663333333
2016-11,USCA,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2,3,3.0,1063.9400329999999,-18.119995099999983,1082.0600281000002,-0.017031030450942702,354.6466776666666,0.11333333366666666,-0.03333333133333335
2016-10,Europe,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12,12,12.0,4275.7701112,947.0199866950002,3328.750124505,0.2214852440767022,356.3141759333334,0.10916666750000002,0.22166666408333333
2015-05,LATAM,Home Office,Outdoors,Accessories,Team Golf St. Louis Cardinals Putter Grip,1,1,2.0,40.97999954,19.67000008,21.30999946,0.4799902464811009,40.97999954,0.180000007,0.479999989
2015-10,Pacific Asia,Consumer,Footwear,Electronics,Under Armour Kids' Mercenary Slide,1,1,4.0,111.9599991,23.85000038,88.10999872000001,0.21302251314505413,111.9599991,0.0,0.209999993
2017-01,USCA,Consumer,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,1,1,2.0,86.37999725,29.20000076,57.17999649,0.3380412328040448,86.37999725,0.039999999,0.340000004
2015-12,Pacific Asia,Consumer,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,1,1,1.0,27.29999924,1.639999986,25.659999254,0.06007326123280875,27.29999924,0.090000004,0.059999999
2015-01,LATAM,Consumer,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,1,1,2.0,127.4000015,-20.77000046,148.17000196,-0.16302982900671315,127.4000015,0.090000004,-0.159999996
2016-08,Africa,Home Office,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,1,1,1.0,38.99000168,9.359999657,29.630002023,0.2400615351037861,38.99000168,0.25,0.239999995
2017-04,LATAM,Home Office,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,1,1,2.0,47.47999954,-11.15999985,58.63999939,-0.23504633441704537,47.47999954,0.050000001,-0.239999995
2016-05,USCA,Home Office,Outdoors,Accessories,Team Golf St. Louis Cardinals Putter Grip,1,1,3.0,70.84999847,25.71999931,45.129999160000004,0.3630204638732718,70.84999847,0.059999999,0.360000014
2016-11,USCA,Consumer,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,1,1,2.0,29.98999977,2.640000105,27.349999665000002,0.08802934729065522,29.98999977,0.25,0.090000004
2015-02,LATAM,Consumer,Outdoors,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,1,1,5.0,91.26000214,44.72000122,46.54000092,0.49002849190597225,91.26000214,0.170000002,0.49000001
2018-01,Pacific Asia,Consumer,Fitness,Sporting Goods,Smart watch,79,79,79.0,23219.480346700002,384.05007721699945,22835.430269482993,0.01653999449955741,293.917472743038,0.1034177224936709,0.018227847291139243
2015-03,LATAM,Home Office,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,23,23,69.0,6246.359962399999,388.71998202999987,5857.63998037,0.06223144109047543,271.58086793043475,0.08956521717391305,0.06000000126086955
2017-02,LATAM,Consumer,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,46,48,136.0,4915.319983870002,665.8200226209998,4249.499961249,0.135458123744932,102.40249966395838,0.10604166697916667,0.13708333345833332
2017-03,LATAM,Consumer,Outdoors,Electronics,Titleist Pro V1x Golf Balls,1,1,5.0,237.5500031,29.69000053,207.86000257,0.12498421444979556,237.5500031,0.01,0.129999995
2018-01,Pacific Asia,Corporate,Apparel,Women's Clothing,Summer dresses,89,89,89.0,17249.47001640001,3433.5100059820015,13815.960010418004,0.19905017387302779,193.81426984719113,0.10224719144943821,0.20247191104494378
2017-12,Pacific Asia,Corporate,Apparel,Crafts,Porcelain crafts,55,55,55.0,22626.400024800005,3640.509985218001,18985.890039581995,0.16089656247691925,411.38909136000007,0.10872727341818182,0.15872727216363638
2016-10,Africa,Consumer,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,41,45,151.0,5362.230052660001,780.459991225,4581.770061435001,0.1455476515480426,119.16066783688892,0.11155555635555556,0.17800000062222224
2015-05,LATAM,Corporate,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,33,36,89.0,3151.5600010799994,283.65000229500004,2867.9099987849995,0.09000304680786557,87.54333336333332,0.11055555555555552,0.06138888716666667
2015-03,LATAM,Corporate,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,69,77,220.0,9880.5,1248.989993129,8631.510006871,0.12640959396073073,128.3181818181818,0.10246753251948053,0.1271428578571428
2015-03,LATAM,Home Office,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,34,41,129.0,5777.75,857.0500211030002,4920.6999788970015,0.14833629373077759,140.92073170731706,0.09951219575609753,0.13000000204878046
2016-02,Pacific Asia,Home Office,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,2,2,5.0,67.0,-49.490001675,116.490001675,-0.7386567414179105,33.5,0.1399999995,-0.670000017
2016-10,Africa,Home Office,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,3,3,13.0,378.1300048,122.26000213,255.87000267,0.3233279575226134,126.04333493333333,0.08999999833333334,0.32666666299999997
2016-10,Europe,Home Office,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10,12,39.0,1779.25,429.8299965730001,1349.4200034270002,0.24157931520191095,148.27083333333334,0.08833333258333335,0.24249999966666666
2015-08,Europe,Home Office,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,36,40,122.0,11083.869896019998,1879.419965562,9204.449930458,0.16956351736290798,277.09674740049996,0.09475000002499998,0.18724999932500003
2015-05,LATAM,Consumer,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,82,100,314.0,14107.0,1036.2599791970001,13070.740020803,0.0734571474584958,141.07,0.10450000030000003,0.08539999925
2015-01,LATAM,Consumer,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,115,137,440.0,23677.090271590016,4390.2399792450005,19286.850292344996,0.1854214318096688,172.8254764349636,0.10094890596350367,0.18160583949635042
2016-02,Pacific Asia,Consumer,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,131,148,420.0,37761.58969049999,-8.169911480000877,37769.75960198002,-0.00021635507262704706,255.14587628716208,0.09817567577027035,0.023513512418918914
2016-12,Africa,Consumer,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,119,147,443.0,23662.080341719993,1107.5599757379996,22554.520365981996,0.04680737956016471,160.9665329368707,0.11319727953741503,0.070340134877551
2015-07,Europe,Consumer,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,98,104,312.0,11255.310101750003,1451.7299993420004,9803.580102408001,0.12898178603859897,108.22413559375003,0.09721153943269231,0.10913461505769238
2017-07,Europe,Consumer,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,131,142,417.0,37273.67963407999,5182.449970404001,32091.229663676,0.13903778809285022,262.4907016484506,0.10133802826760568,0.1159154928521127
2016-02,Pacific Asia,Corporate,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,126,145,433.0,19525.25,3282.160005785001,16243.089994214999,0.1680982320730849,134.65689655172415,0.09544827633103452,0.14324138015862076
2015-03,LATAM,Home Office,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,43,55,163.0,8752.190117040003,1172.1999751450003,7579.990141894999,0.13393218834024131,159.13072940072735,0.10254545481818181,0.15472727396363636
2016-10,Africa,Home Office,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,36,42,118.0,5328.0,965.8000197910001,4362.199980209,0.18126877248329581,126.85714285714286,0.09523809607142854,0.2159523804523809
2017-10,Europe,Home Office,Technology,Cameras,Web Camera,72,72,72.0,29647.05993649999,4367.769984641,25279.289951859002,0.14732556934806265,411.7647213402777,0.08916666719444447,0.14888888962500002
2017-09,Europe,Home Office,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,73,83,231.0,12462.57012213,2303.41998555,10159.150136580001,0.18482704313613268,150.15144725457833,0.10048192861445784,0.1784337341445783
2015-07,Europe,Consumer,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,10,10,23.0,644.55000305,110.96999752899998,533.580005521,0.17216662323154416,64.455000305,0.0710000005,0.04499999730000002
2017-10,Europe,Consumer,Discs Shop,CDs,CDs of rock,38,38,38.0,386.8199978,41.049999825,345.7699979749999,0.10612171050738783,10.17947362631579,0.09894736878947366,0.10421052726315787
2015-12,Pacific Asia,Consumer,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,215,251,764.0,34439.0,2978.939981008999,31460.060018991007,0.08649902671416124,137.20717131474103,0.10059760985258968,0.09398406424701194
2016-02,Pacific Asia,Consumer,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,7,8,29.0,520.53998946,-152.179992209,672.7199816689999,-0.2923502426141537,65.0674986825,0.09999999925,-0.11125000325
2015-08,Europe,Corporate,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,119,152,152.0,17655.07982572001,3169.6600145470015,14485.419811172997,0.17953246577392556,116.15184095868429,0.10671052707894747,0.17684210546052634
2016-12,Europe,Consumer,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,30,35,115.0,5341.5,97.7500103519999,5243.749989647999,0.018300104905363643,152.61428571428573,0.07628571417142853,0.03914285734285717
2015-07,Europe,Consumer,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,5,5,19.0,423.56999582000003,161.88000489,261.68999093,0.38218005639566693,84.713999164,0.10600000120000001,0.40800000439999995
2016-02,Pacific Asia,Corporate,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,1,1,2.0,40.97999954,11.47999954,29.5,0.2801366439449208,40.97999954,0.180000007,0.280000001
2016-05,USCA,Corporate,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,4,4,9.0,224.99999809000002,2.8700001260000008,222.129997964,0.012755556223836057,56.249999522500005,0.14750000275,0.0449999995
2015-06,Europe,Corporate,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,113,135,384.0,20773.530285140005,3097.6500103160015,17675.880274824,0.1491152427053698,153.87800211214818,0.09577777835555562,0.10733333305185186
2017-01,LATAM,Consumer,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,2,2,6.0,123.74999614000001,20.62999916,103.11999698,0.16670706911910535,61.874998070000004,0.08,-0.1950000075
2016-11,Europe,Consumer,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,2,2,7.0,130.02000046,27.579999241,102.440001219,0.2121212055331814,65.01000023,0.160000004,0.145000006
2016-02,Pacific Asia,Corporate,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,2,2,5.0,96.79999924,0.9199995989999996,95.879999641,0.00950412816346216,48.39999962,0.105000003,0.019999995500000006
2017-02,LATAM,Corporate,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,1,1,1.0,25.0,10.0,15.0,0.4,25.0,0.0,0.400000006
2016-11,Africa,Home Office,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,1,1,4.0,87.0,7.659999847,79.340000153,0.08804597525287357,87.0,0.129999995,0.090000004
2015-07,Europe,Home Office,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,69,80,80.0,9342.949935900006,1160.5799892459993,8182.369946654001,0.12421986601753109,116.78687419875007,0.10187500053750001,0.12150000136250005
2017-09,Europe,Home Office,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,42,47,47.0,12545.100311399989,1493.2900437699996,11051.81026763,0.11903372684975794,266.9170279021274,0.11021276729787233,0.1231914890638298
2017-04,LATAM,Home Office,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,26,27,27.0,7337.470199699996,1173.609991056,6163.860208644001,0.15994749676857084,271.75815554444426,0.09407407548148149,0.16370370559259262
2015-10,Pacific Asia,Home Office,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,25,30,92.0,5057.730106550001,920.9899857340001,4136.740120816,0.18209551841077368,168.59100355166672,0.08366666703333332,0.1666666663333333
2015-04,LATAM,Consumer,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,79,87,87.0,31518.300873799977,5067.080036224002,26451.220837575995,0.16076628167592885,362.2793203885055,0.09448275874712643,0.16149425239080456
2017-11,Pacific Asia,Consumer,Health and Beauty,Health and Beauty,First aid kit,104,104,104.0,27643.960036899985,736.8400045720003,26907.120032328003,0.026654647293240342,265.80730804711527,0.09326923123076927,0.018653847509615382
2017-12,Pacific Asia,Consumer,Apparel,Children's Clothing,Children's heaters,67,67,67.0,21706.3900758,4888.309936301001,16818.080139498998,0.22520142313994784,323.97597128059704,0.09298507562686567,0.22313432671641795
2016-03,Pacific Asia,Consumer,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,4,4,9.0,210.65999984,-52.890000839,263.55000067900005,-0.25106807594783487,52.66499996,0.08999999775,-0.06249999250000003
2015-07,Europe,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,87,103,103.0,37008.00100819998,6582.730034039999,30425.270974159997,0.17787315863349232,359.3009806621357,0.10203883566990295,0.1742718440873787
2015-02,LATAM,Corporate,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,40,47,47.0,16897.08047539999,3494.8700065999997,13402.210468800002,0.2068327727791844,359.51235054042536,0.10170212770212765,0.21319149082978717
2015-12,Pacific Asia,Corporate,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,101,113,113.0,30500.310699599966,6070.359977125,24429.950722474987,0.19902616851718227,269.91425397876077,0.10044247851327441,0.20070796529203536
2017-12,Pacific Asia,Corporate,Discs Shop,CDs,CDs of rock,37,37,37.0,373.03000165,61.94000005399999,311.090001596,0.1660456257674308,10.081891936486485,0.10729729832432432,0.1662162164864865
2017-06,Europe,Consumer,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,43,46,138.0,5099.669999490002,607.0300077390002,4492.639991751002,0.11903319387327159,110.86239129326091,0.0823913045869565,0.12391304291304352
2017-02,LATAM,Consumer,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,2,2,7.0,207.28999325,33.39000034,173.89999290999998,0.16107868892508634,103.644996625,0.079999998,0.1750000005
2016-10,Europe,Consumer,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,1,1,1.0,20.5,5.389999866,15.110000134,0.2629268227317073,20.5,0.180000007,0.25999999
2016-08,Africa,Corporate,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,1,1,3.0,56.25,-151.8800049,208.1300049,-2.700088976,56.25,0.25,-2.700000048
2016-05,USCA,Consumer,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,4,4,12.0,276.75,82.919998171,193.83000182900003,0.2996205895971093,69.1875,0.0624999985,0.31499999775
2016-02,Pacific Asia,Home Office,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,2,2,4.0,86.25,23.120000477999998,63.129999522000006,0.2680579765565217,43.125,0.1750000005,0.195000006
2015-10,Pacific Asia,Consumer,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,2,2,6.0,134.0,16.260000224,117.739999776,0.12134328525373134,67.0,0.1250000035,0.119999997
2015-03,LATAM,Consumer,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,1,1,2.0,41.0,11.89000034,29.10999966,0.2900000082926829,41.0,0.180000007,0.289999992
2015-01,LATAM,Corporate,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,1,1,2.0,48.0,23.52000046,24.47999954,0.4900000095833333,48.0,0.039999999,0.49000001
2015-03,LATAM,Consumer,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,91,102,102.0,36282.030976399976,2109.9801315399995,34172.050844859994,0.05815496196760479,355.706186043137,0.11088235312745105,0.05362744961764708
2015-11,Pacific Asia,Consumer,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,6,6,12.0,575.25000385,197.79999828000004,377.4500055700001,0.34385049449139615,95.87500064166666,0.10999999999999999,0.3266666668333333
2017-12,Pacific Asia,Consumer,Discs Shop,Video Games,Fighting video games,90,90,90.0,3182.799985860002,380.9500017800001,2801.849984080001,0.11969021096908994,35.364444287333356,0.11066666720000004,0.1192222210888889
2016-09,USCA,Consumer,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7,7,22.0,1156.01000977,236.779995496,919.2300142739999,0.2048252121476957,165.14428711,0.127142857,0.20714285314285716
2016-02,Pacific Asia,Home Office,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,81,100,298.0,13373.5,1976.3600044020009,11397.139995598,0.14778180763465068,133.735,0.10600000066000005,0.1509999988
2015-11,Pacific Asia,Home Office,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,3,3,5.0,70.11999893999999,23.609999657,46.509999283,0.3367084999131633,23.373332979999997,0.09333333399999999,0.3566666643333333
2016-05,USCA,Home Office,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,74,81,81.0,21676.410476699977,3349.2999931460004,18327.11048355399,0.1545135896345094,267.6100058851849,0.10802469185185187,0.15555555539506175
2016-06,USCA,Home Office,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,101,114,114.0,13063.859893240011,1874.6499858019993,11189.209907438002,0.14349893531635705,114.5952622214036,0.11868421106140355,0.14017543773684213
2016-12,USCA,Home Office,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,4,5,9.0,461.92000579,100.019998427,361.900007363,0.21653099491965178,92.384001158,0.1320000006,0.17599999859999998
2016-08,USCA,Home Office,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,54,59,59.0,15967.840469699984,2771.109989479001,13196.730480221,0.17354319106189484,270.64136389322005,0.09813559332203389,0.1689830496440678
2015-10,Europe,Home Office,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,1,1,2.0,75.58000183,13.22999954,62.35000229,0.17504629822261542,75.58000183,0.159999996,0.180000007
2016-02,Pacific Asia,Home Office,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,3,3,10.0,311.41001126000003,-144.649995285,456.060006545,-0.46450014467977374,103.80333708666667,0.10000000033333334,-0.46000000900000004
2016-03,Pacific Asia,Home Office,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,3,3,10.0,293.34999848,-141.07000541,434.42000389000003,-0.4808931520059914,97.78333282666667,0.07999999833333334,-0.3133333326666667
2016-02,Pacific Asia,Home Office,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,43,47,145.0,5203.060027780001,221.34001020699972,4981.720017573001,0.04254035298943865,110.70340484638301,0.09787234136170214,0.04170212580851062
2016-06,USCA,Home Office,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,59,64,183.0,16722.75987977999,1283.7300172529997,15439.029862527002,0.07676543982463072,261.29312312156236,0.08640625064062502,0.07109374915624998
2016-10,Africa,Home Office,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,3,3,12.0,231.65000152000002,90.34999847,141.30000305000002,0.3900280504086223,77.21666717333333,0.21999999866666667,0.39666666566666664
