order_year_month,market,order_region,order_country,shipping_mode,delivery_status,order_count,order_item_count,late_item_count,on_time_item_count,advance_shipping_item_count,canceled_item_count,late_delivery_rate,avg_real_shipping_days,avg_scheduled_shipping_days,avg_shipping_variance,total_sales,total_profit
2016-03,Pacific Asia,Eastern Asia,Hong Kong,Second Class,Late delivery,1,2,2.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,241.61999509999998,50.00999832
2015-10,Europe,Western Europe,Francia,First Class,Shipping canceled,1,4,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,647.590004,94.990002154
2015-09,Europe,Southern Europe,Portugal,Standard Class,Shipping on time,1,1,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,207.4199982,95.41000366
2016-11,Africa,East Africa,Ruanda,Standard Class,Advance shipping,1,3,0.0,0.0,3.0,0.0,0.0,2.0,4.0,-2.0,1025.9200286999999,-954.20004862
2016-09,Africa,West Africa,Mali,Same Day,Late delivery,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,371.980011,40.91999817
2017-11,Europe,Northern Europe,Suecia,Second Class,Shipping on time,1,1,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,207.3600006,-138.3099976
2016-02,Pacific Asia,Southeast Asia,Vietnam,Second Class,Shipping canceled,1,4,0.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,684.4600144,305.30999232299996
2015-05,LATAM,Central America,Honduras,Standard Class,Advance shipping,1,1,0.0,0.0,1.0,0.0,0.0,3.0,4.0,-1.0,359.980011,130.6699982
2016-10,Africa,West Africa,Sierra Leona,Standard Class,Late delivery,1,4,4.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,666.4099961,226.35000130000003
2016-01,Pacific Asia,Southeast Asia,Indonesia,First Class,Shipping canceled,1,3,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,391.70001413,7.829999929999998
2016-10,Europe,Eastern Europe,Ucrania,Standard Class,Shipping canceled,1,1,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-2.0,124.7900009,59.90000153
2015-09,Europe,Northern Europe,Finlandia,Standard Class,Shipping canceled,1,4,0.0,0.0,0.0,4.0,0.0,3.0,4.0,-1.0,550.33001328,67.269999862
2015-04,LATAM,South America,Paraguay,Standard Class,Late delivery,1,1,1.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,269.980011,-418.4700012
2015-10,Pacific Asia,Southeast Asia,Camboya,First Class,Late delivery,1,5,5.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,701.1000061,184.62999940999998
2018-01,Pacific Asia,South Asia,India,Same Day,Shipping on time,11,11,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.0299645100001,275.47000027
2018-01,Pacific Asia,South Asia,India,Standard Class,Late delivery,82,82,82.0,0.0,0.0,0.0,1.0,5.536585365853658,4.0,1.5365853658536586,13604.660089029003,2092.659997816999
2016-05,USCA,US Center,Estados Unidos,Second Class,Late delivery,66,193,193.0,0.0,0.0,0.0,1.0,4.481865284974093,2.0,2.481865284974093,34402.91032245997,4147.830014935
2017-08,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,46,132,132.0,0.0,0.0,0.0,1.0,4.712121212121212,2.0,2.712121212121212,24856.900200489992,3104.2700338320014
2017-05,LATAM,Central America,Guatemala,Standard Class,Late delivery,25,83,83.0,0.0,0.0,0.0,1.0,5.542168674698795,4.0,1.5421686746987953,15703.130207369994,1640.0900143860003
2016-05,USCA,West of USA,Estados Unidos,Standard Class,Shipping canceled,17,48,0.0,0.0,0.0,48.0,0.0,3.7291666666666665,4.0,-0.2708333333333333,8559.530082689997,845.2800114499997
2015-11,Pacific Asia,Southeast Asia,Tailandia,Standard Class,Late delivery,10,33,33.0,0.0,0.0,0.0,1.0,5.636363636363637,4.0,1.6363636363636365,5146.440048229998,1409.179985833
2016-09,Africa,North Africa,Marruecos,Standard Class,Advance shipping,13,43,0.0,0.0,43.0,0.0,0.0,2.697674418604651,4.0,-1.302325581395349,7672.690103549997,1892.9599771079995
2016-09,Europe,Eastern Europe,Ucrania,Standard Class,Late delivery,21,55,55.0,0.0,0.0,0.0,1.0,5.509090909090909,4.0,1.509090909090909,9977.870124489998,1315.4100376280003
2018-01,Pacific Asia,Southeast Asia,Tailandia,Standard Class,Late delivery,13,13,13.0,0.0,0.0,0.0,1.0,5.538461538461538,4.0,1.5384615384615385,1655.4700222300003,78.390002908
2016-03,Pacific Asia,Oceania,Nueva Zelanda,Second Class,Late delivery,79,230,230.0,0.0,0.0,0.0,1.0,4.439130434782609,2.0,2.4391304347826086,39979.810478499974,6004.140019682003
2015-09,Europe,Southern Europe,Italia,Second Class,Late delivery,19,62,62.0,0.0,0.0,0.0,1.0,4.016129032258065,2.0,2.0161290322580645,10776.500104899997,2003.6399918860004
2015-12,Pacific Asia,Southeast Asia,Vietnam,Standard Class,Advance shipping,11,28,0.0,0.0,28.0,0.0,0.0,2.357142857142857,4.0,-1.6428571428571428,5199.730075889999,21.160011266999867
2017-09,Europe,Western Europe,Alemania,Standard Class,Late delivery,63,201,201.0,0.0,0.0,0.0,1.0,5.422885572139304,4.0,1.4228855721393034,39651.94022326998,-876.7499096620005
2016-02,Pacific Asia,Southeast Asia,Indonesia,Standard Class,Advance shipping,27,83,0.0,0.0,83.0,0.0,0.0,2.5180722891566263,4.0,-1.4819277108433735,14604.610210749992,1758.5599686100004
2017-06,Europe,Western Europe,Alemania,Standard Class,Late delivery,37,93,93.0,0.0,0.0,0.0,1.0,5.473118279569892,4.0,1.4731182795698925,18663.480245689996,1728.380015517
2015-10,Europe,Western Europe,Francia,Standard Class,Shipping on time,23,67,0.0,67.0,0.0,0.0,0.0,4.0,4.0,0.0,12451.11016837,353.6999932709998
2015-07,Europe,Northern Europe,Reino Unido,Standard Class,Late delivery,59,188,188.0,0.0,0.0,0.0,1.0,5.622340425531915,4.0,1.622340425531915,31958.890327959976,4426.75994056
2017-12,Pacific Asia,Southeast Asia,Singapur,Standard Class,Advance shipping,11,11,0.0,0.0,11.0,0.0,0.0,2.4545454545454546,4.0,-1.5454545454545454,2099.6199933400003,31.359998678999986
2015-08,Europe,Northern Europe,Reino Unido,Standard Class,Advance shipping,70,195,0.0,0.0,195.0,0.0,0.0,2.3692307692307693,4.0,-1.6307692307692307,36868.750538589964,5100.580007426001
2015-09,Europe,Western Europe,Suiza,Standard Class,Late delivery,4,14,14.0,0.0,0.0,0.0,1.0,5.285714285714286,4.0,1.2857142857142858,1985.2900238100003,514.8600005740001
2015-06,Europe,Western Europe,Alemania,Standard Class,Advance shipping,84,224,0.0,0.0,224.0,0.0,0.0,2.517857142857143,4.0,-1.4821428571428572,37511.180281719986,4096.150039740003
2015-08,Europe,Northern Europe,Suecia,Standard Class,Advance shipping,5,12,0.0,0.0,12.0,0.0,0.0,2.8333333333333335,4.0,-1.1666666666666667,2307.86001602,736.4100012549999
2015-09,Europe,Western Europe,Alemania,Standard Class,Late delivery,76,221,221.0,0.0,0.0,0.0,1.0,5.452488687782806,4.0,1.4524886877828054,37539.11038973998,1241.3900583700001
2015-08,Europe,Western Europe,Suiza,Standard Class,Late delivery,3,10,10.0,0.0,0.0,0.0,1.0,5.4,4.0,1.4,2012.86001588,126.96999739
2015-10,Europe,Southern Europe,Italia,Standard Class,Shipping canceled,3,7,0.0,0.0,0.0,7.0,0.0,5.428571428571429,4.0,1.4285714285714286,924.25000005,-493.44000817999995
2016-07,USCA,East of USA,Estados Unidos,Standard Class,Shipping on time,64,180,0.0,180.0,0.0,0.0,0.0,4.0,4.0,0.0,31923.300323579984,2708.1900152380003
2016-06,USCA,US Center,Estados Unidos,Standard Class,Advance shipping,87,276,0.0,0.0,276.0,0.0,0.0,2.5905797101449277,4.0,-1.4094202898550725,49291.880465871975,6544.360043217997
2016-02,Pacific Asia,Southeast Asia,Camboya,Standard Class,Late delivery,1,5,5.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,733.9400215400001,229.04000092
2016-02,Pacific Asia,Eastern Asia,China,Standard Class,Late delivery,84,222,222.0,0.0,0.0,0.0,1.0,5.581081081081081,4.0,1.5810810810810811,39616.19055188995,3638.490059742001
2016-01,Pacific Asia,Southeast Asia,Indonesia,Standard Class,Shipping canceled,8,28,0.0,0.0,0.0,28.0,0.0,4.357142857142857,4.0,0.35714285714285715,5401.86005785,538.469998397
2017-01,LATAM,South America,Argentina,Standard Class,Late delivery,5,16,16.0,0.0,0.0,0.0,1.0,5.5,4.0,1.5,2943.3200378300003,-880.2599720850001
2016-11,Europe,Eastern Europe,Ucrania,Standard Class,Shipping on time,8,29,0.0,29.0,0.0,0.0,0.0,4.0,4.0,0.0,4579.900032160001,428.619998142
2016-10,Europe,Eastern Europe,Polonia,Same Day,Shipping on time,2,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,787.2900085399999,237.469999306
2016-02,Pacific Asia,Southeast Asia,Tailandia,Second Class,Late delivery,12,40,40.0,0.0,0.0,0.0,1.0,4.65,2.0,2.65,6635.240070149998,738.510004574
2016-01,Pacific Asia,Southeast Asia,Singapur,Standard Class,Late delivery,6,25,25.0,0.0,0.0,0.0,1.0,5.28,4.0,1.28,3310.7999953900003,-227.40001299699998
2015-07,Europe,Western Europe,Alemania,First Class,Late delivery,55,163,163.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,28221.05024173999,5479.309994965004
2015-01,LATAM,Central America,Nicaragua,Standard Class,Shipping on time,8,24,0.0,24.0,0.0,0.0,0.0,4.0,4.0,0.0,4660.76002892,1120.8600058129998
2016-11,Africa,North Africa,Libia,First Class,Late delivery,1,4,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,730.72000886,242.030003309
2016-11,Africa,Central Africa,Angola,Standard Class,Advance shipping,2,3,0.0,0.0,3.0,0.0,0.0,2.0,4.0,-2.0,369.90999606,-28.760002136
2016-09,Europe,Eastern Europe,Polonia,Standard Class,Late delivery,7,23,23.0,0.0,0.0,0.0,1.0,5.913043478260869,4.0,1.9130434782608696,3799.1100539300005,91.01000735699994
2017-06,LATAM,Central America,Guatemala,Standard Class,Late delivery,13,34,34.0,0.0,0.0,0.0,1.0,5.5,4.0,1.5,6685.290080989999,567.1300193360001
2017-05,LATAM,Central America,Nicaragua,Standard Class,Shipping on time,7,17,0.0,17.0,0.0,0.0,0.0,4.0,4.0,0.0,3083.66999044,113.69999321
2017-05,LATAM,South America,Colombia,Second Class,Late delivery,1,5,5.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,1148.550003,-1498.9499959669997
2016-01,Pacific Asia,Eastern Asia,China,Second Class,Shipping on time,12,44,0.0,44.0,0.0,0.0,0.0,2.0,2.0,0.0,7378.9601078999995,1300.949998082
2016-01,Pacific Asia,Southeast Asia,Filipinas,Second Class,Late delivery,18,59,59.0,0.0,0.0,0.0,1.0,4.491525423728813,2.0,2.4915254237288136,10618.170129999999,1533.7400064980004
2015-04,LATAM,South America,Brasil,First Class,Late delivery,4,7,7.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1045.11000449,211.3999987
2017-03,LATAM,South America,Chile,First Class,Late delivery,4,13,13.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1876.00003629,330.40000243500003
2016-01,Pacific Asia,Eastern Asia,China,First Class,Late delivery,38,115,115.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,21734.640255169983,2386.9699979359993
2016-03,Pacific Asia,Southeast Asia,Tailandia,First Class,Late delivery,14,39,39.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,6449.0300406100005,584.5499751299999
2016-10,Africa,West Africa,Nigeria,First Class,Late delivery,19,68,68.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,11651.620132579996,1537.7999945129995
2016-03,Pacific Asia,Southeast Asia,Indonesia,First Class,Late delivery,34,96,96.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,15733.300218919992,279.67996397600007
2016-10,Europe,Northern Europe,Lituania,Same Day,Late delivery,2,9,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1319.8600196600003,382.810000417
2017-07,Europe,Northern Europe,Reino Unido,Same Day,Late delivery,13,34,34.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6466.210041149998,765.4100098219999
2016-08,USCA,East of USA,Estados Unidos,Same Day,Shipping on time,11,35,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,6458.9200744599975,1328.53000675
2017-09,Europe,Northern Europe,Suecia,Second Class,Shipping on time,1,4,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,470.45999906,154.48000049
2017-07,Europe,Western Europe,Suiza,Second Class,Shipping on time,1,3,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,357.97000126,136.88000107
2016-03,Pacific Asia,Southeast Asia,Indonesia,Standard Class,Shipping on time,15,49,0.0,49.0,0.0,0.0,0.0,4.0,4.0,0.0,7785.090019159996,325.52996374099996
2017-11,Pacific Asia,Southeast Asia,Filipinas,Standard Class,Late delivery,25,25,25.0,0.0,0.0,0.0,1.0,5.44,4.0,1.44,8101.5999907,1211.6199954949998
2018-01,Pacific Asia,Southeast Asia,Filipinas,Standard Class,Shipping on time,13,13,0.0,13.0,0.0,0.0,0.0,4.0,4.0,0.0,1171.330006524,330.190005343
2016-02,Pacific Asia,South Asia,India,Standard Class,Late delivery,63,204,204.0,0.0,0.0,0.0,1.0,5.53921568627451,4.0,1.5392156862745099,38311.13042337997,5569.540031311
2017-11,Pacific Asia,Southeast Asia,Malasia,Standard Class,Late delivery,2,2,2.0,0.0,0.0,0.0,1.0,5.5,4.0,1.5,295.87998960000004,30.610000137999997
2017-05,LATAM,Central America,El Salvador,Standard Class,Advance shipping,27,82,0.0,0.0,82.0,0.0,0.0,2.6097560975609757,4.0,-1.3902439024390243,17342.580203929996,1326.5000122030003
2017-02,LATAM,Central America,Guatemala,Standard Class,Advance shipping,21,69,0.0,0.0,69.0,0.0,0.0,2.391304347826087,4.0,-1.608695652173913,13625.450134279996,1479.8800121259997
2017-02,LATAM,Caribbean,Trinidad y Tobago,Standard Class,Shipping on time,2,8,0.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,1291.9699858600002,324.460003848
2015-01,LATAM,Central America,El Salvador,Standard Class,Shipping on time,16,47,0.0,47.0,0.0,0.0,0.0,4.0,4.0,0.0,8565.600128229997,2185.6999987599997
2015-05,LATAM,South America,Ecuador,Standard Class,Late delivery,2,5,5.0,0.0,0.0,0.0,1.0,5.6,4.0,1.6,913.18999857,312.43000221
2017-02,LATAM,South America,Argentina,Standard Class,Advance shipping,14,45,0.0,0.0,45.0,0.0,0.0,2.5555555555555554,4.0,-1.4444444444444444,7827.600103499997,1560.83999834
2017-03,LATAM,Central America,Guatemala,Standard Class,Advance shipping,16,42,0.0,0.0,42.0,0.0,0.0,2.738095238095238,4.0,-1.2619047619047619,7379.570054829999,554.0300114369999
2015-05,LATAM,South America,Argentina,Standard Class,Late delivery,10,37,37.0,0.0,0.0,0.0,1.0,5.4324324324324325,4.0,1.4324324324324325,5519.319991859999,682.4800056420002
2017-04,LATAM,South America,Chile,Standard Class,Late delivery,3,9,9.0,0.0,0.0,0.0,1.0,5.555555555555555,4.0,1.5555555555555556,1427.73002236,-286.000008591
2015-04,LATAM,Central America,El Salvador,Standard Class,Shipping canceled,2,4,0.0,0.0,0.0,4.0,0.0,2.5,4.0,-1.5,945.480011,8.419990530000007
2016-11,Pacific Asia,West Asia,Irak,Standard Class,Shipping canceled,2,8,0.0,0.0,0.0,8.0,0.0,3.375,4.0,-0.625,1993.8400116000003,-596.8499888700001
2016-12,Pacific Asia,West Asia,Irak,Standard Class,Advance shipping,15,46,0.0,0.0,46.0,0.0,0.0,2.260869565217391,4.0,-1.7391304347826086,7591.370048610001,1412.70000198
2017-08,Europe,Western Europe,Austria,Standard Class,Late delivery,11,36,36.0,0.0,0.0,0.0,1.0,5.388888888888889,4.0,1.3888888888888888,5971.050037510001,-72.61000287900008
2017-09,Europe,Southern Europe,Italia,Standard Class,Late delivery,32,81,81.0,0.0,0.0,0.0,1.0,5.6419753086419755,4.0,1.6419753086419753,15150.33016596999,1478.3800059509995
2015-07,Europe,Western Europe,Francia,Standard Class,Shipping canceled,7,21,0.0,0.0,0.0,21.0,0.0,4.714285714285714,4.0,0.7142857142857143,2775.1000003199997,382.12000186399996
2015-04,LATAM,Central America,Nicaragua,Same Day,Shipping on time,4,12,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.57003782,-233.99000734999998
2017-09,Europe,Northern Europe,Reino Unido,First Class,Late delivery,37,102,102.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,20052.41019778,2835.889978733001
2017-11,Europe,Northern Europe,Reino Unido,First Class,Late delivery,18,18,18.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4994.399963499999,1048.2100072449998
2017-04,LATAM,Caribbean,Cuba,First Class,Late delivery,11,33,33.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,6365.410087649999,1262.3699945080002
2017-11,Pacific Asia,Eastern Asia,China,First Class,Late delivery,43,43,43.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,12413.830001499999,3338.4300113400004
2016-12,Europe,Eastern Europe,Moldavia,First Class,Late delivery,1,1,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,56.29999924,15.76000023
2017-08,Europe,Western Europe,Alemania,Standard Class,Shipping on time,36,107,0.0,107.0,0.0,0.0,0.0,4.0,4.0,0.0,19967.640201419996,504.94003088700015
2015-10,Europe,Southern Europe,Italia,Second Class,Shipping on time,2,7,0.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,964.3800049,260.66000371
2015-01,LATAM,Central America,El Salvador,Second Class,Late delivery,21,64,64.0,0.0,0.0,0.0,1.0,4.359375,2.0,2.359375,12291.770141639998,2104.9499891189994
2017-05,LATAM,Central America,Nicaragua,Second Class,Late delivery,8,20,20.0,0.0,0.0,0.0,1.0,4.35,2.0,2.35,4000.2800637500004,679.57001251
2015-11,Pacific Asia,Southeast Asia,Indonesia,Second Class,Late delivery,37,118,118.0,0.0,0.0,0.0,1.0,4.5423728813559325,2.0,2.542372881355932,20960.67023288999,2888.779996474002
2016-02,Pacific Asia,South Asia,India,Second Class,Shipping on time,17,50,0.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,8823.470106219997,1365.0000040300001
2018-01,Pacific Asia,Southeast Asia,Indonesia,Second Class,Shipping on time,14,14,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,1340.1200007860002,420.199991437
2017-11,Europe,Western Europe,Alemania,Standard Class,Advance shipping,33,33,0.0,0.0,33.0,0.0,0.0,2.515151515151515,4.0,-1.4848484848484849,9417.0499648,-799.7099747949999
2016-10,Africa,Central Africa,Angola,Standard Class,Advance shipping,10,29,0.0,0.0,29.0,0.0,0.0,2.6551724137931036,4.0,-1.3448275862068966,4650.22005857,500.480002396
2016-11,Africa,Southern Africa,SudAfrica,Standard Class,Advance shipping,19,54,0.0,0.0,54.0,0.0,0.0,2.611111111111111,4.0,-1.3888888888888888,9037.690133899998,613.549991057
2015-07,Europe,Northern Europe,Suecia,Standard Class,Advance shipping,4,9,0.0,0.0,9.0,0.0,0.0,2.4444444444444446,4.0,-1.5555555555555556,1934.5100326800004,628.950007489
2015-05,LATAM,Central America,Guatemala,Standard Class,Shipping on time,19,56,0.0,56.0,0.0,0.0,0.0,4.0,4.0,0.0,9444.470081399997,807.0800026060004
2016-09,Africa,West Africa,Nigeria,First Class,Late delivery,22,66,66.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,12383.890140560003,2468.770014172
2017-09,Europe,Southern Europe,Italia,First Class,Late delivery,28,100,100.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,19860.560230089992,1497.1399794689999
2017-06,LATAM,Central America,Nicaragua,Standard Class,Late delivery,8,19,19.0,0.0,0.0,0.0,1.0,5.473684210526316,4.0,1.4736842105263157,3907.2900659000006,804.3199981790002
2017-08,Europe,Southern Europe,Italia,Standard Class,Shipping canceled,6,21,0.0,0.0,0.0,21.0,0.0,3.4761904761904763,4.0,-0.5238095238095238,3899.6100007300006,690.9699978420001
2016-10,Africa,West Africa,Senegal,First Class,Late delivery,2,8,8.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,790.29000462,303.429999389
2016-12,Europe,Western Europe,Austria,First Class,Late delivery,2,9,9.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1406.29002003,23.87999701000001
2018-01,Pacific Asia,Southeast Asia,Indonesia,First Class,Shipping canceled,1,1,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,189.9199982,21.45999908
2017-11,Pacific Asia,Eastern Asia,China,Same Day,Shipping canceled,2,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,541.82999416,171.97999862
2017-08,Europe,Northern Europe,Reino Unido,Same Day,Late delivery,7,21,21.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4594.750064870001,955.960021545
2016-11,Pacific Asia,West Asia,Irak,Same Day,Shipping on time,3,13,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2574.42003264,573.7399935679999
2017-09,Europe,Northern Europe,Reino Unido,Second Class,Shipping canceled,3,12,0.0,0.0,0.0,12.0,0.0,5.333333333333333,2.0,3.3333333333333335,2641.6500472,792.940013302
2016-11,Africa,East Africa,Mozambique,Standard Class,Advance shipping,3,9,0.0,0.0,9.0,0.0,0.0,2.6666666666666665,4.0,-1.3333333333333333,1792.1799928,511.46999838999994
2017-02,LATAM,Caribbean,Jamaica,Standard Class,Shipping on time,2,4,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,586.5300064,151.55000020100002
2017-01,Africa,North Africa,Marruecos,Standard Class,Advance shipping,7,15,0.0,0.0,15.0,0.0,0.0,2.533333333333333,4.0,-1.4666666666666666,2887.5700302,491.689996747
2017-04,LATAM,South America,Brasil,Standard Class,Advance shipping,13,37,0.0,0.0,37.0,0.0,0.0,2.4054054054054053,4.0,-1.5945945945945945,6367.780067529998,862.6700042030002
2016-12,Africa,North Africa,Marruecos,Standard Class,Advance shipping,8,24,0.0,0.0,24.0,0.0,0.0,2.2916666666666665,4.0,-1.7083333333333333,4269.090065,482.34000371900004
2017-05,LATAM,South America,Uruguay,Standard Class,Advance shipping,1,5,0.0,0.0,5.0,0.0,0.0,2.0,4.0,-2.0,1161.6900176999998,-393.39001745
2017-01,LATAM,Caribbean,Cuba,Standard Class,Late delivery,8,20,20.0,0.0,0.0,0.0,1.0,5.55,4.0,1.55,2868.5800018400005,268.1799983940001
2016-01,Pacific Asia,Oceania,Australia,Standard Class,Shipping canceled,6,16,0.0,0.0,0.0,16.0,0.0,4.625,4.0,0.625,2851.5499993400003,541.670001843
2017-07,Europe,Northern Europe,Suecia,Standard Class,Shipping canceled,2,8,0.0,0.0,0.0,8.0,0.0,3.125,4.0,-0.875,1628.80001076,-770.27999974
2016-11,Europe,Eastern Europe,Rusia,Standard Class,Advance shipping,3,11,0.0,0.0,11.0,0.0,0.0,2.727272727272727,4.0,-1.2727272727272727,1550.66003603,514.630002503
2017-03,LATAM,South America,Chile,Standard Class,Shipping on time,1,4,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,552.0600051700001,110.479998944
2016-10,Pacific Asia,West Asia,Irak,First Class,Late delivery,8,14,14.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3069.7200280800002,384.96002387
2015-10,Europe,Western Europe,Francia,Same Day,Shipping on time,7,19,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3233.5900573100002,145.98002867499997
2016-07,USCA,East of USA,Estados Unidos,Same Day,Shipping on time,13,40,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7891.290125069997,2178.249996137
2016-05,USCA,East of USA,Estados Unidos,Same Day,Late delivery,12,39,39.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7501.360130439997,308.079989837
2016-12,Africa,East Africa,Zimbabue,Second Class,Late delivery,4,11,11.0,0.0,0.0,0.0,1.0,3.727272727272727,2.0,1.7272727272727273,2396.12004089,80.03997794199998
2016-01,Pacific Asia,Eastern Asia,Corea del Sur,Second Class,Late delivery,3,11,11.0,0.0,0.0,0.0,1.0,5.363636363636363,2.0,3.3636363636363638,3030.7700767600004,629.33000947
2016-08,USCA,US Center,Estados Unidos,Second Class,Shipping on time,18,65,0.0,65.0,0.0,0.0,0.0,2.0,2.0,0.0,10492.110115089998,1677.939980517
2017-01,Europe,Eastern Europe,Polonia,First Class,Late delivery,2,9,9.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1457.6399993300001,193.01999856
2017-05,LATAM,Central America,Nicaragua,Same Day,Shipping on time,5,8,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.7199936,21.080003729999987
2016-04,USCA,East of USA,Estados Unidos,Same Day,Shipping on time,11,30,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5254.260059349999,632.489995578
2015-04,LATAM,Central America,Guatemala,Second Class,Late delivery,19,67,67.0,0.0,0.0,0.0,1.0,4.402985074626866,2.0,2.4029850746268657,11582.050085190001,1053.9400149659998
2017-06,LATAM,South America,Venezuela,Second Class,Late delivery,5,12,12.0,0.0,0.0,0.0,1.0,4.583333333333333,2.0,2.5833333333333335,2318.57001107,534.6799993919999
2017-11,Pacific Asia,Southeast Asia,Malasia,Second Class,Late delivery,3,3,3.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,797.080017,-263.42000579
2017-03,LATAM,Caribbean,Jamaica,First Class,Late delivery,1,2,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,102.11000061,9.889999866
2017-05,LATAM,South America,Paraguay,Same Day,Shipping on time,1,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,853.9299925999999,322.65999604
2017-05,LATAM,Caribbean,Martinica,Standard Class,Advance shipping,1,2,0.0,0.0,2.0,0.0,0.0,3.0,4.0,-1.0,322.40000156,-147.39999579000002
2017-02,LATAM,South America,Brasil,Same Day,Shipping on time,4,15,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.1900138800002,213.48999017700004
2015-12,Pacific Asia,Southeast Asia,Singapur,Same Day,Shipping on time,2,7,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.18000419,-482.85000367000004
2016-07,USCA,West of USA,Estados Unidos,Same Day,Late delivery,12,31,31.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4791.35003107,656.7900178829999
2015-12,Pacific Asia,Southeast Asia,Singapur,Second Class,Shipping on time,1,2,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,229.5899963,-5.790000920000001
2017-01,Africa,North Africa,Argelia,Second Class,Late delivery,4,16,16.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,2823.3500347000004,-454.670019142
2015-05,Europe,Western Europe,Francia,Standard Class,Advance shipping,3,5,0.0,0.0,5.0,0.0,0.0,2.8,4.0,-1.2,999.91000744,-601.56000525
2017-04,LATAM,South America,Argentina,Standard Class,Shipping on time,1,2,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,233.28999331,32.8199997
2016-12,Europe,Eastern Europe,Ucrania,Second Class,Shipping on time,2,8,0.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,1473.2800255000002,91.19999313000002
2016-12,Africa,North Africa,Egipto,Second Class,Late delivery,10,33,33.0,0.0,0.0,0.0,1.0,4.666666666666667,2.0,2.6666666666666665,6108.0900723999985,-1369.1899824670006
2017-08,Europe,Northern Europe,Suecia,Second Class,Late delivery,3,10,10.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,1664.70001226,152.14000175500001
