customer_key,customer_id,customer_segment,customer_city,customer_country,customer_state,customer_zipcode,customer_latitude,customer_longitude
18139,18139,Corporate,Fort Worth,EE. UU.,TX,76133.0,32.64859009,-97.37162018
19104,19104,Corporate,West Chester,EE. UU.,PA,19382.0,39.96621323,-75.53662109
15768,15768,Corporate,Stockton,EE. UU.,CA,95207.0,37.92694473,-121.3779068
15815,15815,Corporate,Union City,EE. UU.,NJ,7087.0,40.7615242,-74.03826904
8688,8688,Corporate,Eagle Pass,EE. UU.,TX,78852.0,28.71162415,-100.4991837
18454,18454,Corporate,Clementon,EE. UU.,NJ,8021.0,39.81664658,-74.98467255
1345,1345,Corporate,Mentor,EE. UU.,OH,44060.0,41.6532898,-81.3658371
18434,18434,Corporate,College Station,EE. UU.,TX,77840.0,30.60759926,-96.31684876
8269,8269,Corporate,Detroit,EE. UU.,MI,48221.0,42.41725922,-83.15509033
18676,18676,Corporate,New York,EE. UU.,NY,10023.0,40.77587891,-73.98165894
15548,15548,Corporate,Milwaukee,EE. UU.,WI,53209.0,43.11875916,-87.95081329
233,233,Corporate,Glendale,EE. UU.,AZ,85301.0,33.81112289,-112.0818558
11546,11546,Corporate,Salina,EE. UU.,KS,67401.0,38.83726883,-97.6128006
3173,3173,Corporate,Daly City,EE. UU.,CA,94014.0,37.69022751,-122.4631653
17577,17577,Corporate,North Richland Hills,EE. UU.,TX,76180.0,32.85256958,-97.22425079
17778,17778,Corporate,Henrico,EE. UU.,VA,23233.0,37.66836166,-77.65823364
15170,15170,Corporate,Valrico,EE. UU.,FL,33594.0,27.98934555,-82.25298309
20109,20109,Corporate,Waipahu,EE. UU.,HI,96797.0,21.39037895,-158.0046234
16180,16180,Corporate,Ontario,EE. UU.,CA,91761.0,34.03303146,-117.6386414
16302,16302,Corporate,Jacksonville,EE. UU.,FL,32225.0,30.35342217,-81.51309204
20303,20303,Corporate,Los Angeles,EE. UU.,CA,90044.0,33.97929382,-118.289093
6603,6603,Corporate,Rancho Cucamonga,EE. UU.,CA,91730.0,34.15362549,-117.5797577
7187,7187,Corporate,Apex,EE. UU.,NC,27502.0,35.74003601,-78.85977936
445,445,Corporate,Fort Washington,EE. UU.,MD,20744.0,42.3069191,-88.8275528
2159,2159,Corporate,North Richland Hills,EE. UU.,TX,76180.0,32.84292221,-97.22615814
11985,11985,Corporate,Perth Amboy,EE. UU.,NJ,8861.0,40.50767136,-74.25473023
5183,5183,Corporate,Laredo,EE. UU.,TX,78040.0,27.50863648,-99.50951386
4866,4866,Corporate,Escondido,EE. UU.,CA,92026.0,33.13901901,-117.0928192
7348,7348,Corporate,Brownsville,EE. UU.,TX,78520.0,25.90687752,-97.49913788
6100,6100,Corporate,Huntington Beach,EE. UU.,CA,92646.0,33.66059876,-117.978447
6185,6185,Corporate,Chicago,EE. UU.,IL,60617.0,41.73297119,-87.54953003
9636,9636,Corporate,San Francisco,EE. UU.,CA,94122.0,37.7617569,-122.4713516
6385,6385,Corporate,Reseda,EE. UU.,CA,91335.0,34.16825104,-118.5363083
8610,8610,Corporate,Federal Way,EE. UU.,WA,98023.0,47.30304337,-122.3528137
4628,4628,Corporate,Duluth,EE. UU.,GA,30096.0,34.00695419,-84.17649078
8442,8442,Corporate,Crown Point,EE. UU.,IN,46307.0,41.43119431,-87.35298157
5148,5148,Corporate,Findlay,EE. UU.,OH,45840.0,41.04313278,-83.65692902
3578,3578,Corporate,Fort Lauderdale,EE. UU.,FL,33324.0,26.0984993,-80.27095032
10047,10047,Corporate,Eugene,EE. UU.,OR,97402.0,44.05007172,-123.1093521
4426,4426,Corporate,Dallas,EE. UU.,TX,75228.0,32.81010819,-96.68649292
14566,14566,Corporate,Austin,EE. UU.,TX,78745.0,30.19531632,-97.77783966
4074,4074,Corporate,West Chester,EE. UU.,PA,19382.0,39.96621323,-75.53662109
3699,3699,Corporate,La Habra,EE. UU.,CA,90631.0,33.92438507,-117.9593506
12748,12748,Corporate,Houston,EE. UU.,TX,77055.0,29.80212975,-95.48387909
1587,1587,Corporate,Dearborn,EE. UU.,MI,48126.0,42.29128647,-83.118927
5694,5694,Corporate,Cary,EE. UU.,NC,27511.0,35.78414536,-78.79264069
4500,4500,Corporate,Edinburg,EE. UU.,TX,78539.0,26.30719376,-98.20148468
8361,8361,Corporate,Ontario,EE. UU.,CA,91762.0,35.18488693,-120.7032623
5439,5439,Corporate,Bronx,EE. UU.,NY,10457.0,40.86587143,-73.87036896
2559,2559,Corporate,Orlando,EE. UU.,FL,32825.0,28.55625916,-81.27587128
3623,3623,Corporate,Bayonne,EE. UU.,NJ,7002.0,40.66480255,-74.11959076
18264,18264,Corporate,El Paso,EE. UU.,TX,79907.0,31.72096634,-106.3431778
2027,2027,Corporate,Mission Viejo,EE. UU.,CA,92692.0,33.64875412,-117.6374283
2834,2834,Corporate,Duluth,EE. UU.,GA,30096.0,33.98643494,-84.16007996
9810,9810,Corporate,Ogden,EE. UU.,UT,84404.0,41.24445725,-111.8945541
5463,5463,Corporate,Fond Du Lac,EE. UU.,WI,54935.0,43.78569031,-88.47438049
2296,2296,Corporate,Phoenix,EE. UU.,AZ,85033.0,33.4926796,-112.2088623
2299,2299,Corporate,Phoenix,EE. UU.,AZ,85008.0,33.47483444,-112.0087128
6537,6537,Corporate,Mission Viejo,EE. UU.,CA,92691.0,33.62104797,-117.6759186
17029,17029,Corporate,Princeton,EE. UU.,NJ,8540.0,40.35264587,-74.647789
20757,20757,Corporate,Miami,EE. UU.,FL,33126.0,25.86028481,-80.19734192
17031,17031,Corporate,Wichita,EE. UU.,KS,67212.0,37.61977005,-97.33959961
6789,6789,Corporate,Pompano Beach,EE. UU.,FL,33068.0,26.21472931,-80.23004913
5373,5373,Corporate,Houston,EE. UU.,TX,77015.0,29.7805748,-95.17199707
4898,4898,Corporate,Malden,EE. UU.,MA,2148.0,42.41957855,-71.07949829
8159,8159,Corporate,Newark,EE. UU.,OH,43055.0,40.06034088,-82.40966034
1961,1961,Corporate,Cleveland,EE. UU.,OH,44109.0,41.47253799,-81.73633575
3021,3021,Corporate,Flushing,EE. UU.,NY,11354.0,40.76358032,-73.83003998
7670,7670,Corporate,Houston,EE. UU.,TX,77055.0,29.89141655,-95.286232
2944,2944,Corporate,Salinas,EE. UU.,CA,93905.0,36.83275986,-121.5656433
7116,7116,Corporate,Walnut,EE. UU.,CA,91789.0,33.88022995,-118.1401291
8181,8181,Corporate,Livermore,EE. UU.,CA,94550.0,37.3900528,-121.4688492
10324,10324,Corporate,Tallahassee,EE. UU.,FL,32308.0,30.49506187,-84.24580383
13382,13382,Corporate,La Mesa,EE. UU.,CA,91941.0,32.76065064,-117.0166702
14368,14368,Corporate,Irving,EE. UU.,TX,75060.0,32.80770493,-96.9703064
14471,14471,Corporate,Lockport,EE. UU.,NY,14094.0,43.16891098,-78.69216156
14561,14561,Corporate,Bend,EE. UU.,OR,97701.0,44.07599258,-120.9686584
14096,14096,Corporate,Sun Valley,EE. UU.,CA,91352.0,37.96720505,-122.0621033
1693,1693,Corporate,Catonsville,EE. UU.,MD,21228.0,39.27961731,-76.71038055
3822,3822,Corporate,West Jordan,EE. UU.,UT,84084.0,40.62379837,-111.9185257
10252,10252,Corporate,Honolulu,EE. UU.,HI,96819.0,21.28742981,-157.6713257
14052,14052,Corporate,Endicott,EE. UU.,NY,13760.0,42.07463837,-76.1240387
11872,11872,Corporate,Fullerton,EE. UU.,CA,92833.0,33.86329651,-117.9716263
2750,2750,Corporate,Bowling Green,EE. UU.,KY,42101.0,37.1289444,-86.29595184
8061,8061,Corporate,Salt Lake City,EE. UU.,UT,84118.0,40.65987396,-112.0028687
8266,8266,Corporate,Hayward,EE. UU.,CA,94541.0,37.6694603,-122.1121979
5051,5051,Corporate,Fargo,EE. UU.,ND,58103.0,46.84161377,-96.8080368
11317,11317,Corporate,Pawtucket,EE. UU.,RI,2860.0,41.8719368,-71.38621521
8978,8978,Corporate,North Hills,EE. UU.,CA,91343.0,34.23563004,-118.4847031
3210,3210,Corporate,Escondido,EE. UU.,CA,92026.0,33.13901901,-117.0928192
585,585,Corporate,New York,EE. UU.,NY,10021.0,40.61753464,-73.94441223
2676,2676,Corporate,Bensalem,EE. UU.,PA,19020.0,40.11061859,-74.94393921
12657,12657,Corporate,Columbus,EE. UU.,OH,43230.0,40.0230751,-82.8732605
4573,4573,Corporate,Salt Lake City,EE. UU.,UT,84120.0,40.72672653,-111.9864502
7963,7963,Corporate,New York,EE. UU.,NY,10040.0,40.85889053,-73.93106842
3639,3639,Corporate,Tempe,EE. UU.,AZ,85282.0,33.40329361,-111.9140549
11157,11157,Corporate,York,EE. UU.,PA,17402.0,39.9602356,-76.67675781
6369,6369,Corporate,Greensboro,EE. UU.,NC,27406.0,36.05080414,-79.79826355
11159,11159,Corporate,Sylmar,EE. UU.,CA,91342.0,34.17618942,-118.4465714
8615,8615,Corporate,San Antonio,EE. UU.,TX,78207.0,29.42638016,-98.52271271
11909,11909,Corporate,Alameda,EE. UU.,CA,94501.0,37.76644898,-122.2498398
8501,8501,Corporate,Bloomfield,EE. UU.,NJ,7003.0,40.79833603,-74.19944
18092,18092,Corporate,Columbus,EE. UU.,OH,43228.0,39.83797073,-83.28674316
18122,18122,Corporate,Albuquerque,EE. UU.,NM,87112.0,35.1097641,-106.5007248
18266,18266,Corporate,Hollister,EE. UU.,CA,95023.0,36.82347107,-121.377739
19269,19269,Corporate,Houston,EE. UU.,TX,77083.0,29.69653702,-95.6459198
16601,16601,Corporate,Tucson,EE. UU.,AZ,85710.0,32.23588181,-110.8283615
20480,20480,Corporate,Brooklyn,EE. UU.,NY,11226.0,40.64759827,-73.95845795
6968,6968,Corporate,Elyria,EE. UU.,OH,44035.0,41.36125946,-82.11012268
20478,20478,Corporate,Wilkes Barre,EE. UU.,PA,18702.0,41.23545456,-75.86985779
18458,18458,Corporate,Chicago,EE. UU.,IL,60622.0,41.90422058,-87.67411804
298,298,Corporate,Chicago,EE. UU.,IL,60623.0,34.43315125,-119.9102707
20475,20475,Corporate,Norfolk,EE. UU.,VA,23503.0,36.94200516,-76.24208069
17969,17969,Corporate,Morrisville,EE. UU.,PA,19067.0,40.23653793,-74.86682129
7708,7708,Corporate,Philadelphia,EE. UU.,PA,19104.0,39.95473099,-75.20536804
5637,5637,Corporate,New Orleans,EE. UU.,LA,70117.0,29.96774292,-90.03494263
18395,18395,Corporate,Rock Hill,EE. UU.,SC,29730.0,34.80184555,-81.09809113
5303,5303,Corporate,Carrollton,EE. UU.,TX,75006.0,32.96593094,-96.84902191
3242,3242,Corporate,El Cajon,EE. UU.,CA,92021.0,32.80217743,-116.9388351
5076,5076,Corporate,Cleveland,EE. UU.,OH,44120.0,41.42013168,-81.72570038
15599,15599,Corporate,Saint Louis,EE. UU.,MO,63116.0,38.56441879,-90.29405975
15597,15597,Corporate,Phoenix,EE. UU.,AZ,85040.0,33.40356064,-112.0214005
5538,5538,Corporate,Livermore,EE. UU.,CA,94550.0,37.3900528,-121.4688492
8592,8592,Corporate,Carol Stream,EE. UU.,IL,60188.0,41.89396668,-88.09660339
1134,1134,Corporate,San Jose,EE. UU.,CA,95148.0,37.32554245,-121.7993469
8527,8527,Corporate,Orlando,EE. UU.,FL,32808.0,28.57764053,-81.44708252
16278,16278,Corporate,Palatine,EE. UU.,IL,60067.0,42.11032867,-88.04152679
16309,16309,Corporate,Bronx,EE. UU.,NY,10463.0,40.87593079,-73.91262817
19948,19948,Corporate,Richmond,EE. UU.,TX,77469.0,29.58152199,-95.76487732
18994,18994,Corporate,Brooklyn,EE. UU.,NY,11238.0,40.67771912,-73.96311951
16371,16371,Corporate,Buena Park,EE. UU.,CA,90620.0,34.13899231,-118.3884659
4199,4199,Corporate,Hayward,EE. UU.,CA,94544.0,37.67551041,-122.0496826
11015,11015,Corporate,Los Angeles,EE. UU.,CA,90022.0,34.018116,-118.146431
946,946,Corporate,La Mesa,EE. UU.,CA,91941.0,37.66337585,-122.1207733
8762,8762,Corporate,San Francisco,EE. UU.,CA,94110.0,37.75743866,-122.4193726
1114,1114,Corporate,El Paso,EE. UU.,TX,79924.0,31.75201798,-106.390358
7259,7259,Corporate,Murfreesboro,EE. UU.,TN,37130.0,35.75965881,-86.26461029
8355,8355,Corporate,Lake Forest,EE. UU.,CA,92630.0,34.1461792,-116.9853134
7984,7984,Corporate,Chillicothe,EE. UU.,OH,45601.0,39.35120392,-82.97659302
2468,2468,Corporate,Enfield,EE. UU.,CT,6082.0,42.00019074,-72.59646606
406,406,Corporate,Asheboro,EE. UU.,NC,27203.0,35.70071793,-79.81056213
251,251,Corporate,Saint Paul,EE. UU.,MN,55112.0,44.93980789,-93.13205719
176,176,Corporate,Dundalk,EE. UU.,MD,21222.0,33.8795166,-117.8717194
5028,5028,Corporate,Miami,EE. UU.,FL,33161.0,25.88852501,-80.17294312
5509,5509,Corporate,Decatur,EE. UU.,GA,30034.0,33.70272064,-84.26963043
5698,5698,Corporate,Fremont,EE. UU.,CA,94536.0,37.55712128,-121.9916382
9320,9320,Corporate,Philadelphia,EE. UU.,PA,19148.0,39.92321014,-75.16308594
2230,2230,Corporate,San Bernardino,EE. UU.,CA,92404.0,34.12992477,-117.2789154
10216,10216,Corporate,Hagerstown,EE. UU.,MD,21740.0,39.64164352,-77.71981812
10634,10634,Corporate,Laguna Niguel,EE. UU.,CA,92677.0,33.54349899,-117.6964264
7478,7478,Corporate,Buffalo,EE. UU.,NY,14221.0,42.77378845,-78.83439636
3326,3326,Corporate,Elmhurst,EE. UU.,IL,60126.0,41.90410233,-87.93784332
9268,9268,Corporate,Plainfield,EE. UU.,IL,60544.0,41.60863876,-88.20204163
8888,8888,Corporate,Alpharetta,EE. UU.,GA,30022.0,33.99850845,-84.2793808
3735,3735,Corporate,El Centro,EE. UU.,CA,92243.0,32.79295349,-115.5588074
2094,2094,Corporate,Portland,EE. UU.,OR,97223.0,45.44815064,-122.7694931
7194,7194,Corporate,Vallejo,EE. UU.,CA,94591.0,38.10829163,-122.2123947
2070,2070,Corporate,La Crosse,EE. UU.,WI,54601.0,43.8122406,-91.24485779
8031,8031,Corporate,Richmond,EE. UU.,VA,23223.0,37.53337097,-77.41979218
4486,4486,Corporate,San Pedro,EE. UU.,CA,90731.0,33.73786926,-118.2846069
8974,8974,Corporate,Longmont,EE. UU.,CO,80501.0,40.1901207,-105.1010666
1521,1521,Corporate,Hawthorne,EE. UU.,CA,90250.0,33.91221619,-118.3525696
3428,3428,Corporate,Chicago,EE. UU.,IL,60622.0,41.90422058,-87.67411804
1338,1338,Corporate,Conway,EE. UU.,AR,72032.0,35.12646484,-92.45043945
10283,10283,Corporate,Buffalo,EE. UU.,NY,14215.0,42.94129181,-78.80055237
8839,8839,Corporate,Campbell,EE. UU.,CA,95008.0,37.28614426,-121.9735641
2763,2763,Corporate,Mesa,EE. UU.,AZ,85201.0,33.44461441,-111.8397598
189,189,Corporate,San Marcos,EE. UU.,TX,78666.0,29.81631279,-98.01552582
14401,14401,Corporate,Joliet,EE. UU.,IL,60435.0,41.54992294,-88.12571716
14275,14275,Corporate,Silver Spring,EE. UU.,MD,20904.0,39.04636002,-76.98272705
14274,14274,Corporate,Ontario,EE. UU.,CA,91764.0,34.07656479,-117.61409
14218,14218,Corporate,Fort Worth,EE. UU.,TX,76106.0,32.8013916,-97.3302536
14145,14145,Corporate,Westland,EE. UU.,MI,48185.0,42.33019257,-83.39046478
14213,14213,Corporate,Baytown,EE. UU.,TX,77520.0,29.73701477,-94.96875763
14066,14066,Corporate,Bend,EE. UU.,OR,97701.0,44.07599258,-120.9686584
14369,14369,Corporate,Brighton,EE. UU.,MA,2135.0,40.48749924,-80.04045105
4964,4964,Consumer,Brooklyn,EE. UU.,NY,11216.0,40.67741013,-73.94996643
12665,12665,Consumer,Jacksonville,EE. UU.,FL,32225.0,30.35342217,-81.51309204
12590,12590,Consumer,Brandon,EE. UU.,FL,33511.0,27.91247559,-82.3192749
12458,12458,Consumer,North Bergen,EE. UU.,NJ,7047.0,40.79859161,-74.00170898
12366,12366,Consumer,Saint Paul,EE. UU.,MN,55106.0,44.95698166,-93.06536865
1487,1487,Consumer,Virginia Beach,EE. UU.,VA,23464.0,36.82529068,-76.20983124
11232,11232,Consumer,Tallahassee,EE. UU.,FL,32308.0,30.49506187,-84.24580383
4185,4185,Consumer,Saint Paul,EE. UU.,MN,55112.0,45.06081772,-93.1992569
10042,10042,Consumer,Canyon Country,EE. UU.,CA,91351.0,34.43691254,-118.4601517
11639,11639,Consumer,Charlotte,EE. UU.,NC,28205.0,35.21258926,-80.79562378
9338,9338,Consumer,Canoga Park,EE. UU.,CA,91304.0,34.15390396,-118.5961914
7564,7564,Consumer,Powder Springs,EE. UU.,GA,30127.0,33.86013031,-84.68437958
11136,11136,Consumer,Hollywood,EE. UU.,FL,33021.0,26.00035858,-80.25123596
2597,2597,Consumer,Walnut,EE. UU.,CA,91789.0,34.0141983,-117.8547363
6151,6151,Consumer,Cary,EE. UU.,NC,27511.0,35.78422928,-78.79259491
8754,8754,Consumer,South Richmond Hill,EE. UU.,NY,11419.0,40.68805313,-73.82411957
4484,4484,Consumer,Powder Springs,EE. UU.,GA,30127.0,33.86013031,-84.68437958
2659,2659,Consumer,Glen Burnie,EE. UU.,MD,21061.0,39.13153839,-76.6427536
7261,7261,Consumer,Broomfield,EE. UU.,CO,80020.0,39.90267563,-105.087059
5926,5926,Consumer,Granada Hills,EE. UU.,CA,91344.0,33.93564987,-117.9623337
108,108,Consumer,Bronx,EE. UU.,NY,10462.0,40.82836533,-73.86943054
697,697,Consumer,Washington,EE. UU.,DC,20019.0,38.91199112,77.09209442
11948,11948,Consumer,Santa Ana,EE. UU.,CA,92705.0,33.93561935,-118.2328796
5231,5231,Consumer,Oregon City,EE. UU.,OR,97045.0,45.35498428,-122.6026993
6500,6500,Consumer,Mesquite,EE. UU.,TX,75149.0,32.7651329,-96.5814209
808,808,Consumer,San Benito,EE. UU.,TX,78586.0,32.80872345,-96.72189331
3187,3187,Consumer,Jersey City,EE. UU.,NJ,7305.0,40.70602036,-74.08685303
3646,3646,Consumer,New York,EE. UU.,NY,10023.0,40.77587891,-73.98165894
11750,11750,Consumer,Chicago,EE. UU.,IL,60643.0,41.53092575,-88.3844986
6716,6716,Consumer,Cordova,EE. UU.,TN,38018.0,35.16003037,-89.75041199
6940,6940,Consumer,Encinitas,EE. UU.,CA,92024.0,33.04647064,-117.2896729
7445,7445,Consumer,Santa Cruz,EE. UU.,CA,95060.0,36.97051239,-122.0238266
7763,7763,Consumer,Austin,EE. UU.,TX,78745.0,30.20363426,-97.7858963
2959,2959,Consumer,Chicago,EE. UU.,IL,60608.0,41.89622498,-87.6543808
11497,11497,Consumer,Chicago,EE. UU.,IL,60613.0,41.8953743,-87.7230072
12256,12256,Consumer,Summerville,EE. UU.,SC,29483.0,33.01840973,-80.14975739
4090,4090,Consumer,Brooklyn,EE. UU.,NY,11210.0,40.63330841,-73.94656372
10231,10231,Consumer,Burnsville,EE. UU.,MN,55337.0,44.74582672,-93.2881546
19864,19864,Consumer,Houston,EE. UU.,TX,77055.0,29.80212975,-95.48387909
18214,18214,Consumer,Broken Arrow,EE. UU.,OK,74012.0,36.03966141,-95.80953217
18051,18051,Consumer,Flushing,EE. UU.,NY,11354.0,40.76358032,-73.83003998
16539,16539,Consumer,Dorchester Center,EE. UU.,MA,2124.0,42.27264023,-71.06801605
19082,19082,Consumer,Columbus,EE. UU.,GA,31907.0,32.52082825,-84.88657379
16617,16617,Consumer,Ventura,EE. UU.,CA,93003.0,34.2395134,-119.1972198
16616,16616,Consumer,Brooklyn,EE. UU.,NY,11220.0,40.6416893,-74.01692963
16579,16579,Consumer,Reno,EE. UU.,NV,89502.0,39.56401444,-119.0788727
15755,15755,Consumer,New York,EE. UU.,NY,10016.0,40.74559021,-73.97927856
15742,15742,Consumer,New York,EE. UU.,NY,10023.0,40.77587891,-73.98165894
18813,18813,Consumer,El Paso,EE. UU.,TX,79927.0,31.65174103,-106.2676239
15756,15756,Consumer,Pompano Beach,EE. UU.,FL,33068.0,26.21472931,-80.23004913
12051,12051,Consumer,Campbell,EE. UU.,CA,95008.0,38.53039169,-121.8856354
18499,18499,Consumer,Waipahu,EE. UU.,HI,96797.0,21.39037895,-158.0046234
20752,20752,Consumer,Brooklyn,EE. UU.,NY,11238.0,40.67771912,-73.96311951
9485,9485,Consumer,El Cajon,EE. UU.,CA,92020.0,32.79130173,-116.9535141
11606,11606,Consumer,Apex,EE. UU.,NC,27502.0,35.73103714,-78.85575104
8086,8086,Consumer,Philadelphia,EE. UU.,PA,19140.0,40.00958252,-75.15264893
6488,6488,Consumer,Bristol,EE. UU.,CT,6010.0,41.67665863,-72.94724274
7192,7192,Consumer,Cumberland,EE. UU.,MD,21502.0,39.65353012,-78.76384735
1914,1914,Consumer,Moline,EE. UU.,IL,61265.0,41.49992752,-90.51541138
472,472,Consumer,Bellflower,EE. UU.,CA,90706.0,33.84832001,-118.0822906
17718,17718,Consumer,Irving,EE. UU.,TX,75060.0,32.8861351,-96.98526764
9587,9587,Consumer,West Chester,EE. UU.,PA,19382.0,39.96744919,-75.58142853
17267,17267,Consumer,West New York,EE. UU.,NJ,7093.0,40.78874207,-74.00895691
9156,9156,Consumer,Chicago,EE. UU.,IL,60620.0,41.89540863,-87.69152069
11713,11713,Consumer,Jackson,EE. UU.,MI,49201.0,42.10625076,-84.4058075
10530,10530,Consumer,Lake Forest,EE. UU.,CA,92630.0,34.11773682,-117.7338486
10553,10553,Consumer,Salem,EE. UU.,OR,97303.0,45.06418228,-123.0758667
18329,18329,Consumer,Bronx,EE. UU.,NY,10472.0,40.82991028,-73.87536621
3547,3547,Consumer,South San Francisco,EE. UU.,CA,94080.0,37.65774155,-122.4140701
9267,9267,Consumer,Chicago,EE. UU.,IL,60617.0,41.73794937,-87.5666275
15941,15941,Consumer,Chicago,EE. UU.,IL,60647.0,41.91740036,-87.68401337
3970,3970,Consumer,Washington,EE. UU.,DC,20011.0,38.88613129,-77.10688782
3031,3031,Consumer,Brooklyn,EE. UU.,NY,11214.0,40.64524078,-73.94316101
20454,20454,Consumer,Dearborn,EE. UU.,MI,48126.0,42.32353973,-83.17635346
841,841,Consumer,Bronx,EE. UU.,NY,10463.0,40.84075546,-73.88039398
4079,4079,Consumer,Tonawanda,EE. UU.,NY,14150.0,43.01396942,-78.87906647
10135,10135,Consumer,Dallas,EE. UU.,TX,75220.0,32.86539459,-96.86858368
17492,17492,Consumer,Long Beach,EE. UU.,CA,90806.0,33.79627991,-118.1914597
20683,20683,Consumer,Saint Louis,EE. UU.,MO,63116.0,38.56019592,-90.28090668
18356,18356,Consumer,Elmhurst,EE. UU.,IL,60126.0,41.90410233,-87.93784332
17256,17256,Consumer,Phoenix,EE. UU.,AZ,85033.0,33.4926796,-112.2088623
4538,4538,Consumer,Zanesville,EE. UU.,OH,43701.0,39.91943359,-82.00153351
6202,6202,Consumer,Buffalo,EE. UU.,NY,14221.0,42.9666214,-78.74194336
10720,10720,Consumer,Bakersfield,EE. UU.,CA,93304.0,35.37042999,-119.0426254
3205,3205,Consumer,Fort Worth,EE. UU.,TX,76106.0,32.8013916,-97.3302536
1400,1400,Consumer,Pompano Beach,EE. UU.,FL,33068.0,26.21472931,-80.23004913
15338,15338,Consumer,Loveland,EE. UU.,OH,45140.0,39.29779434,-84.28598023
15337,15337,Consumer,Tonawanda,EE. UU.,NY,14150.0,43.01396942,-78.87906647
15552,15552,Consumer,Dayton,EE. UU.,OH,45424.0,39.88864136,-84.07601166
15351,15351,Consumer,Mission Viejo,EE. UU.,CA,92691.0,33.62104797,-117.6759186
15405,15405,Consumer,Cicero,EE. UU.,IL,60804.0,41.86019898,-87.76747131
3818,3818,Consumer,Tempe,EE. UU.,AZ,85283.0,33.35738754,-111.9551849
8737,8737,Consumer,Costa Mesa,EE. UU.,CA,92627.0,33.64226151,-117.9133224
7220,7220,Consumer,Lansdale,EE. UU.,PA,19446.0,40.24931717,-75.25538635
11368,11368,Consumer,Huntington Station,EE. UU.,NY,11746.0,40.85473633,-73.39848328
12419,12419,Consumer,Greensburg,EE. UU.,PA,15601.0,40.3028183,-79.54406738
7041,7041,Consumer,Elmhurst,EE. UU.,IL,60126.0,41.90305328,-87.93289185
7472,7472,Consumer,Plymouth,EE. UU.,MA,2360.0,41.95851135,-70.66861725
11988,11988,Consumer,Round Rock,EE. UU.,TX,78664.0,31.9233799,-106.4266281
8049,8049,Consumer,Long Beach,EE. UU.,CA,90805.0,33.83962631,-118.190979
11620,11620,Consumer,Los Angeles,EE. UU.,CA,90022.0,34.02387619,-118.1890717
17564,17564,Consumer,Morrisville,EE. UU.,PA,19067.0,40.20738983,-74.79347992
18892,18892,Consumer,Watsonville,EE. UU.,CA,95076.0,37.05044556,-121.7598801
15248,15248,Consumer,Raleigh,EE. UU.,NC,27606.0,35.8121109,-78.59417725
20059,20059,Consumer,Simi Valley,EE. UU.,CA,93065.0,34.27391052,-118.7662125
18980,18980,Consumer,York,EE. UU.,PA,17402.0,39.95331574,-76.64919281
19771,19771,Consumer,Denver,EE. UU.,CO,80219.0,39.71098328,-105.0987396
16213,16213,Consumer,Los Angeles,EE. UU.,CA,90024.0,34.06435013,-118.437088
19025,19025,Consumer,North Las Vegas,EE. UU.,NV,89030.0,36.19946671,-115.1088638
19993,19993,Consumer,Brooklyn,EE. UU.,NY,11213.0,40.66978836,-73.93567658
16153,16153,Consumer,Lakewood,EE. UU.,OH,44107.0,41.54011536,-80.52366638
4454,4454,Consumer,San Ramon,EE. UU.,CA,94583.0,37.77399063,-121.966629
9849,9849,Consumer,Dallas,EE. UU.,TX,75228.0,33.08712006,-96.82357025
12062,12062,Consumer,Michigan City,EE. UU.,IN,46360.0,41.68772507,-86.94359589
7615,7615,Consumer,Las Cruces,EE. UU.,NM,88005.0,32.28392029,-106.7371521
3840,3840,Consumer,Salinas,EE. UU.,CA,93906.0,36.70795059,-121.6539993
4846,4846,Consumer,Buffalo,EE. UU.,NY,14215.0,42.94129181,-78.80055237
9086,9086,Consumer,Philadelphia,EE. UU.,PA,19145.0,39.92291641,-75.16999817
2175,2175,Consumer,Austin,EE. UU.,TX,78704.0,30.2586937,-97.76625061
6400,6400,Consumer,Miami,EE. UU.,FL,33126.0,25.7787571,-80.27400208
4050,4050,Consumer,Brooklyn,EE. UU.,NY,11237.0,40.70238113,-73.91977692
5650,5650,Consumer,Brooklyn,EE. UU.,NY,11230.0,40.62810135,-73.96759033
11468,11468,Consumer,Medina,EE. UU.,OH,44256.0,41.13750076,-81.83145905
8431,8431,Consumer,Hilliard,EE. UU.,OH,43026.0,40.0221138,-83.11051941
4235,4235,Consumer,Powder Springs,EE. UU.,GA,30127.0,33.86013031,-84.68437958
2548,2548,Consumer,Hamilton,EE. UU.,OH,45013.0,39.28759003,-84.69515228
7874,7874,Consumer,Dundalk,EE. UU.,MD,21222.0,39.28316116,-76.4968338
12369,12369,Consumer,Spokane,EE. UU.,WA,99205.0,47.71038818,-117.418541
6835,6835,Consumer,Wilkes Barre,EE. UU.,PA,18702.0,41.23545456,-75.86985779
10516,10516,Consumer,Buffalo,EE. UU.,NY,14215.0,42.94129181,-78.80055237
10359,10359,Consumer,Birmingham,EE. UU.,AL,35215.0,33.62078095,-86.68096924
300,300,Consumer,Plano,EE. UU.,TX,75093.0,33.0400734,-96.8473053
11265,11265,Consumer,Waukegan,EE. UU.,IL,60085.0,42.01370239,-87.80236816
9200,9200,Consumer,Brooklyn,EE. UU.,NY,11219.0,40.63466263,-73.99480438
10835,10835,Consumer,New Orleans,EE. UU.,LA,70122.0,30.00682259,-90.06139374
